item_id,name,width_cm,depth_cm,height_cm,mass_kg,priority,expiry_date,usage_limit,preferred_zone
000622,Gyroscope_Module,48.7,14.8,47.3,17.05,64,N/A,3248,Engineering_Bay
000623,Pressure_Regulator,28.1,23.7,35.7,11.89,46,N/A,294,Airlock
000624,Scientific_Sensor,19.9,46.6,25.5,11.82,58,N/A,2530,Cockpit
000625,Emergency_Oxygen_Mask,19.9,26.5,18.9,4.98,94,N/A,3348,Crew_Quarters
000626,Circuit_Board,49.1,25.1,49.5,30.5,90,N/A,4434,Engineering_Bay
000627,Protein_Bars,29.9,15.9,28.1,6.68,22,N/A,2214,Storage_Bay
000628,EV_Suit_Battery,11.4,29.2,40.9,6.81,33,N/A,574,Storage_Bay
000629,First_Aid_Kit,29.6,23.5,19.5,3.7,47,N/A,13,Medical_Bay
000630,CO2_Scrubber,31.7,24.7,35.7,13.98,79,N/A,784,Engineering_Bay
000631,Circuit_Board,39.0,44.1,45.3,38.96,19,N/A,2699,Storage_Bay
000632,Water_Bottle,17.2,42.2,23.3,8.46,78,N/A,1192,Crew_Quarters
000633,Laptop,16.8,25.0,41.5,8.71,74,N/A,1358,Crew_Quarters
000634,Antibiotic_Supply,37.4,22.0,37.9,15.59,72,2025-07-06,2463,Medical_Bay
000635,Water_Purification_Unit,40.1,50.0,28.0,28.07,70,N/A,3402,Life_Support
000636,CO2_Scrubber,34.8,19.2,26.5,8.85,58,N/A,631,Engineering_Bay
000637,Laptop,43.9,29.5,13.7,8.87,64,N/A,2065,Crew_Quarters
000638,Research_Samples,13.3,19.9,27.6,5.4,53,N/A,382,Lab
000639,Waste_Management_Kit,26.8,26.6,23.5,3.7,99,N/A,34,Engineering_Bay
000640,Antibiotic_Supply,27.4,26.3,39.4,14.2,90,2027-02-14,530,Lab
000641,Communication_Device,22.2,33.9,15.8,5.95,85,N/A,4396,Crew_Quarters
000642,Medical_Scanner,49.6,20.9,40.5,20.99,76,2025-11-17,100,Medical_Bay
000643,Handheld_Spectrometer,49.8,46.9,39.2,45.78,19,N/A,563,Engineering_Bay
000644,Tool_Kit,19.2,29.5,15.3,5.9,44,N/A,33,Maintenance_Bay
000645,Tether_Reel,28.1,44.2,25.8,16.02,26,N/A,3171,Airlock
000646,EV_Suit_Battery,44.9,17.9,34.9,14.02,17,N/A,835,Storage_Bay
000647,CO2_Scrubber,32.9,33.6,20.1,11.11,12,N/A,152,Life_Support
000648,Tether_Reel,30.5,13.5,30.8,6.34,15,N/A,3047,External_Storage
000649,Pressure_Regulator,38.8,19.0,49.0,18.06,78,N/A,3355,Airlock
000650,Asteroid_Sample_Container,11.4,28.8,25.8,9.8,64,N/A,2477,Storage_Bay
000651,Pressure_Regulator,14.0,38.7,30.1,8.15,34,N/A,1399,Engineering_Bay
000652,Battery_Pack,42.6,33.1,25.4,17.91,33,N/A,217,Power_Bay
000653,Water_Bottle,16.9,23.6,31.0,6.18,88,N/A,2283,Storage_Bay
000654,3D_Printer,21.5,18.7,44.3,8.91,68,N/A,4362,Lab
000655,Oxygen_Cylinder,27.2,18.1,81.6,41.6,96,N/A,4781,Medical_Bay
000656,Medical_Scanner,40.1,23.7,14.7,6.99,59,2025-07-11,9,Lab
000657,3D_Printer,10.1,27.5,43.3,6.01,68,N/A,3657,Lab
000658,Antibiotic_Supply,18.8,20.6,25.7,4.98,78,2027-01-11,2989,Lab
000659,First_Aid_Kit,25.3,22.2,13.4,6.4,73,N/A,62,Crew_Quarters
000660,Lab_Microscope,24.2,39.7,47.0,22.58,89,N/A,3158,Lab
000661,Solar_Panel,94.9,87.2,2.4,13.0,59,N/A,1175,Power_Bay
000662,LED_Work_Light,11.0,11.5,25.9,1.64,77,N/A,3818,Maintenance_Bay
000663,Battery_Pack,39.9,10.8,41.6,8.96,42,N/A,911,Power_Bay
000664,Protein_Bars,42.1,46.1,45.1,43.77,24,N/A,4445,Crew_Quarters
000665,3D_Printer,25.6,39.9,28.6,14.61,21,N/A,2318,Engineering_Bay
000666,Tool_Kit,14.9,21.2,14.7,5.8,20,N/A,77,Maintenance_Bay
000667,Fire_Extinguisher,11.2,12.4,33.7,2.34,100,N/A,3154,Crew_Quarters
000668,Scientific_Sensor,44.7,43.4,31.5,30.55,89,N/A,1807,Cockpit
000669,EV_Suit_Battery,43.9,30.4,21.5,14.35,66,N/A,655,Storage_Bay
000670,Pressure_Regulator,16.8,20.3,44.3,7.55,88,N/A,3381,Engineering_Bay
000671,Gyroscope_Module,11.8,33.7,46.2,9.19,32,N/A,3752,Cockpit
000672,Fire_Extinguisher,41.0,25.6,29.8,15.64,45,N/A,3898,Engineering_Bay
000673,Medical_Scanner,22.7,12.5,38.9,5.52,48,2027-01-01,77,Medical_Bay
000674,Emergency_Oxygen_Mask,42.6,33.5,46.4,33.11,96,N/A,2488,Crew_Quarters
000675,Oxygen_Cylinder,23.5,27.0,84.7,16.9,46,N/A,4878,Airlock
000676,Scientific_Sensor,12.9,44.0,44.4,12.6,72,N/A,2304,Lab
000677,Water_Purification_Unit,40.6,17.3,16.3,5.72,10,N/A,1442,Life_Support
000678,Circuit_Board,47.6,39.4,44.0,41.26,42,N/A,4049,Storage_Bay
000679,Handheld_Spectrometer,18.5,15.1,25.3,3.53,65,N/A,128,Lab
000680,Seed_Packets,11.5,18.4,12.5,1.4,8,N/A,66,Greenhouse
000681,First_Aid_Kit,20.0,28.1,15.2,7.3,1,N/A,51,Medical_Bay
000682,Navigation_Module,37.5,29.8,46.9,26.21,65,N/A,3958,Cockpit
000683,3D_Printer,23.0,21.8,42.6,10.68,33,N/A,466,Engineering_Bay
000684,Seed_Packets,25.1,27.4,11.7,5.8,88,N/A,99,Lab
000685,Medical_Scanner,39.5,14.4,30.7,8.73,45,2025-10-21,74,Medical_Bay
000686,CO2_Scrubber,36.9,42.6,38.4,30.18,23,N/A,487,Engineering_Bay
000687,3D_Printer,48.3,27.4,17.6,11.65,51,N/A,3040,Lab
000688,Microgravity_Lab_Kit,19.4,15.5,11.4,4.1,49,N/A,72,Lab
000689,Protein_Bars,30.4,27.5,37.4,15.63,20,N/A,3865,Storage_Bay
000690,Thruster_Fuel,41.5,16.6,40.5,13.95,95,N/A,4718,Engine_Bay
000691,Asteroid_Sample_Container,20.9,22.7,12.2,9.0,15,N/A,2685,Lab
000692,Medical_Scanner,23.1,23.8,33.1,9.1,64,2026-07-02,23,Medical_Bay
000693,Laptop,49.7,42.0,14.5,15.13,56,N/A,3670,Crew_Quarters
000694,3D_Printer,31.5,38.5,48.2,29.23,2,N/A,3348,Engineering_Bay
000695,Microgravity_Lab_Kit,23.6,11.5,22.8,6.2,24,N/A,29,Lab
000696,Waste_Management_Kit,25.8,14.4,24.5,9.0,100,N/A,43,Sanitation_Bay
000697,Seed_Packets,24.2,12.9,24.0,8.1,51,N/A,96,Lab
000698,Food_Packet,22.9,12.3,10.4,8.3,24,2026-12-26,31,Crew_Quarters
000699,Fire_Extinguisher,10.4,34.0,34.3,6.06,90,N/A,4359,Engineering_Bay
000700,Lab_Microscope,22.1,43.2,43.6,20.81,95,N/A,1377,Medical_Bay
000701,Emergency_Beacon,35.4,38.8,30.7,21.08,21,N/A,410,Command_Center
000702,Solar_Panel,78.7,89.3,1.5,11.5,38,N/A,3088,External_Storage
000703,Space_Suit,49.8,25.7,14.0,8.96,62,N/A,2121,Airlock
000704,Circuit_Board,46.0,48.8,32.6,36.59,83,N/A,2974,Storage_Bay
000705,First_Aid_Kit,26.7,15.6,19.0,7.3,45,N/A,1,Crew_Quarters
000706,Vacuum_Sealed_Tools,11.5,21.5,23.3,2.88,33,N/A,1180,Storage_Bay
000707,Antibiotic_Supply,21.4,32.7,24.8,8.68,86,2025-06-15,813,Medical_Bay
000708,Scientific_Sensor,24.7,29.3,43.6,15.78,84,N/A,4812,Lab
000709,CO2_Scrubber,44.1,47.0,26.6,27.57,98,N/A,508,Life_Support
000710,Vacuum_Sealed_Tools,35.5,42.3,44.9,33.71,95,N/A,1272,Storage_Bay
000711,Navigation_Module,43.5,20.0,26.6,11.57,93,N/A,1476,Cockpit
000712,Microgravity_Lab_Kit,19.9,10.9,20.9,7.3,17,N/A,49,Lab
000713,Tether_Reel,38.3,24.3,29.3,13.63,83,N/A,2935,External_Storage
000714,Seed_Packets,26.5,10.8,14.2,7.3,33,N/A,38,Greenhouse
000715,Asteroid_Sample_Container,28.2,13.9,23.7,6.3,84,N/A,3686,Lab
000716,Food_Packet,26.0,15.4,13.6,6.4,86,2025-06-07,58,Storage_Bay
000717,Battery_Pack,15.8,41.6,36.6,12.03,90,N/A,352,Power_Bay
000718,3D_Printer,31.0,36.1,17.7,9.9,21,N/A,4441,Engineering_Bay
000719,3D_Printer,15.9,47.1,42.8,16.03,43,N/A,1817,Lab
000720,Navigation_Module,22.7,19.8,23.2,5.21,91,N/A,880,Command_Center
000721,Fire_Extinguisher,41.3,44.7,17.6,16.25,18,N/A,2067,Crew_Quarters
000722,Thruster_Fuel,24.7,41.6,20.9,10.74,98,N/A,2259,Engine_Bay
000723,Medical_Scanner,11.8,45.1,33.2,8.83,54,2026-12-23,61,Medical_Bay
000724,CO2_Scrubber,46.1,28.6,33.3,21.95,45,N/A,665,Life_Support
000725,Antibiotic_Supply,40.4,14.2,28.8,8.26,51,2026-10-08,707,Medical_Bay
000726,Battery_Pack,34.9,14.5,41.9,10.6,11,N/A,922,Power_Bay
000727,CO2_Scrubber,26.3,41.4,30.2,16.44,3,N/A,887,Life_Support
000728,Tether_Reel,26.9,24.5,47.7,15.72,83,N/A,3588,External_Storage
000729,Fire_Extinguisher,39.7,21.4,22.0,9.35,77,N/A,4125,Crew_Quarters
000730,Gyroscope_Module,23.4,27.2,37.4,11.9,10,N/A,1700,Cockpit
000731,Medical_Scanner,39.3,24.6,35.4,17.11,31,2025-09-21,19,Medical_Bay
000732,Tool_Kit,15.1,22.8,18.8,2.6,97,N/A,48,Maintenance_Bay
000733,Fire_Extinguisher,32.1,37.0,34.3,20.37,77,N/A,3877,Crew_Quarters
000734,Medical_Scanner,13.9,24.0,39.0,6.51,44,2025-05-22,65,Lab
000735,Asteroid_Sample_Container,16.7,27.3,25.5,2.7,71,N/A,2934,Storage_Bay
000736,Lab_Microscope,42.2,10.5,10.6,2.35,13,N/A,4070,Medical_Bay
000737,Pressure_Regulator,31.7,18.2,11.5,3.32,14,N/A,1631,Airlock
000738,Microgravity_Lab_Kit,23.0,19.2,26.6,4.6,46,N/A,42,Lab
000739,Waste_Management_Kit,29.0,13.4,28.7,3.6,91,N/A,59,Sanitation_Bay
000740,Communication_Device,18.9,12.6,21.0,2.5,97,N/A,4064,Command_Center
000741,Water_Bottle,44.1,46.7,35.4,36.45,30,N/A,2957,Crew_Quarters
000742,Radiation_Shield,49.5,22.2,44.9,24.67,52,N/A,3345,Storage_Bay
000743,Battery_Pack,45.6,36.1,36.8,30.29,45,N/A,342,Power_Bay
000744,Water_Purification_Unit,48.1,36.9,46.6,41.35,100,N/A,4453,Life_Support
000745,Emergency_Oxygen_Mask,36.8,45.8,31.6,26.63,66,N/A,260,Medical_Bay
000746,Emergency_Beacon,26.4,11.7,22.5,3.47,82,N/A,2685,Cockpit
000747,Pressure_Regulator,38.7,33.0,16.8,10.73,65,N/A,2724,Engineering_Bay
000748,Research_Samples,20.5,17.2,17.6,4.2,22,N/A,131,Storage_Bay
000749,Lab_Microscope,25.9,25.3,23.0,7.54,80,N/A,294,Lab
000750,Helmet_Visor,17.2,42.6,43.4,15.9,37,N/A,3355,Storage_Bay
000751,Emergency_Beacon,49.2,30.1,27.7,20.51,46,N/A,906,Command_Center
000752,Handheld_Spectrometer,13.6,19.7,37.6,5.04,24,N/A,1444,Lab
000753,Waste_Management_Kit,25.2,16.5,15.0,4.4,96,N/A,72,Engineering_Bay
000754,Emergency_Beacon,21.2,33.7,21.7,7.75,36,N/A,3745,Cockpit
000755,Communication_Device,48.9,48.7,46.6,55.49,45,N/A,4974,Command_Center
000756,CO2_Scrubber,27.5,32.8,20.3,9.16,63,N/A,461,Engineering_Bay
000757,CO2_Scrubber,32.1,21.1,13.5,4.57,51,N/A,777,Engineering_Bay
000758,Navigation_Module,29.3,43.2,22.1,13.99,5,N/A,462,Command_Center
000759,LED_Work_Light,49.9,41.5,11.0,11.39,48,N/A,2762,Maintenance_Bay
000760,Protein_Bars,14.4,30.4,47.8,10.46,99,N/A,377,Crew_Quarters
000761,Fire_Extinguisher,22.4,42.8,46.2,22.15,75,N/A,4974,Crew_Quarters
000762,Emergency_Beacon,31.5,38.0,30.3,18.13,62,N/A,1249,Cockpit
000763,Scientific_Sensor,45.3,40.5,27.5,25.23,99,N/A,587,Lab
000764,Battery_Pack,16.6,35.1,24.0,6.99,70,N/A,980,External_Storage
000765,Emergency_Beacon,36.2,48.1,18.3,15.93,90,N/A,834,Cockpit
000766,Research_Samples,24.2,28.5,16.2,4.2,69,N/A,641,Lab
000767,Research_Samples,19.6,25.2,26.0,2.3,19,N/A,1478,Lab
000768,Protein_Bars,48.9,28.7,18.7,13.12,48,N/A,2182,Storage_Bay
000769,CO2_Scrubber,25.7,49.5,10.1,6.42,3,N/A,969,Life_Support
000770,Handheld_Spectrometer,49.6,24.7,33.2,20.34,56,N/A,196,Lab
000771,Communication_Device,25.5,11.8,30.9,4.65,46,N/A,4556,Command_Center
000772,Food_Packet,19.7,24.7,26.5,2.6,19,2026-02-19,42,Crew_Quarters
000773,Laptop,18.0,24.6,14.8,3.28,53,N/A,2437,Command_Center
000774,EV_Suit_Battery,24.7,12.7,33.5,5.25,16,N/A,496,Storage_Bay
000775,Water_Bottle,13.7,37.4,24.5,6.28,83,N/A,492,Crew_Quarters
000776,Gyroscope_Module,41.8,43.8,10.4,9.52,86,N/A,3098,Engineering_Bay
000777,First_Aid_Kit,15.1,19.9,11.5,2.6,27,N/A,28,Crew_Quarters
000778,Tool_Kit,15.9,11.5,25.4,9.0,83,N/A,15,Storage_Bay
000779,Pressure_Regulator,36.7,19.4,24.4,8.69,43,N/A,3040,Engineering_Bay
000780,Laptop,46.9,41.0,43.6,41.92,78,N/A,2283,Command_Center
000781,Vacuum_Sealed_Tools,20.5,28.8,11.1,3.28,58,N/A,1173,Maintenance_Bay
000782,Emergency_Oxygen_Mask,44.6,13.1,28.8,8.41,95,N/A,855,Medical_Bay
000783,Research_Samples,11.6,12.5,22.4,1.9,48,N/A,1765,Storage_Bay
000784,EV_Suit_Battery,10.8,14.7,44.8,3.56,43,N/A,145,Storage_Bay
000785,Research_Samples,24.4,15.9,18.3,8.3,21,N/A,2662,Lab
000786,Emergency_Beacon,26.7,24.2,14.4,4.65,92,N/A,4616,Cockpit
000787,Waste_Management_Kit,13.7,16.6,20.7,8.1,96,N/A,1,Engineering_Bay
000788,Oxygen_Cylinder,25.2,20.3,91.3,20.0,77,N/A,4806,Crew_Quarters
000789,Oxygen_Cylinder,18.7,27.4,79.8,16.9,15,N/A,4745,Airlock
000790,Circuit_Board,29.4,43.2,49.1,31.18,11,N/A,4420,Engineering_Bay
000791,CO2_Scrubber,32.4,36.2,46.2,27.09,8,N/A,150,Life_Support
000792,Cooling_System,45.1,31.4,34.9,24.71,46,N/A,647,Engineering_Bay
000793,EV_Suit_Battery,48.5,47.7,37.4,43.26,70,N/A,734,Airlock
000794,Pressure_Regulator,32.8,44.8,28.0,20.57,69,N/A,1569,Airlock
000795,Solar_Panel,96.0,49.6,2.6,11.3,53,N/A,3689,Power_Bay
000796,Emergency_Oxygen_Mask,17.7,24.0,45.5,9.66,32,N/A,3636,Medical_Bay
000797,First_Aid_Kit,27.3,11.9,14.3,4.6,52,N/A,76,Medical_Bay
000798,Food_Packet,19.1,11.0,16.9,4.8,98,2026-07-01,42,Storage_Bay
000799,Emergency_Oxygen_Mask,12.3,11.7,11.0,0.79,41,N/A,3418,Medical_Bay
000800,Lab_Microscope,37.9,48.9,10.1,9.36,61,N/A,799,Lab
000801,Waste_Management_Kit,27.9,18.5,13.5,7.2,68,N/A,7,Sanitation_Bay
000802,Water_Bottle,21.1,22.9,30.6,7.39,57,N/A,2491,Crew_Quarters
000803,Oxygen_Cylinder,30.0,21.4,43.1,38.0,9,N/A,1220,Crew_Quarters
000804,Scientific_Sensor,21.3,11.5,29.0,3.55,59,N/A,1565,Cockpit
000805,Tool_Kit,20.3,14.8,14.8,4.9,85,N/A,66,Maintenance_Bay
000806,Battery_Pack,40.5,33.1,28.5,19.1,18,N/A,680,Power_Bay
000807,Tool_Kit,13.4,23.8,18.1,9.9,17,N/A,85,Storage_Bay
000808,Asteroid_Sample_Container,12.5,24.4,23.7,4.2,53,N/A,2505,Storage_Bay
000809,Microgravity_Lab_Kit,13.1,14.0,15.1,8.0,14,N/A,24,Lab
000810,Antibiotic_Supply,32.2,30.0,42.4,20.48,50,2025-07-21,1600,Lab
000811,Water_Bottle,21.5,19.1,17.5,3.59,97,N/A,705,Storage_Bay
000812,Vacuum_Sealed_Tools,14.4,32.5,19.6,4.59,38,N/A,122,Storage_Bay
000813,Oxygen_Cylinder,16.8,18.1,78.8,17.4,72,N/A,4449,Medical_Bay
000814,Research_Samples,23.5,26.3,14.9,6.6,61,N/A,4378,Storage_Bay
000815,First_Aid_Kit,12.0,13.7,17.8,2.3,63,N/A,61,Medical_Bay
000816,Communication_Device,42.4,40.2,44.9,38.27,20,N/A,4348,Crew_Quarters
000817,Seed_Packets,15.6,19.0,11.0,9.7,84,N/A,93,Greenhouse
000818,Oxygen_Cylinder,17.3,15.8,43.4,48.7,80,N/A,2363,Crew_Quarters
000819,Battery_Pack,20.6,25.8,41.9,11.13,85,N/A,210,Power_Bay
000820,Research_Samples,13.7,22.9,14.5,3.5,7,N/A,572,Lab
000821,Gyroscope_Module,12.5,11.3,13.5,0.95,100,N/A,325,Cockpit
000822,CO2_Scrubber,45.8,18.0,40.1,16.53,99,N/A,529,Engineering_Bay
000823,Navigation_Module,30.0,12.4,20.5,3.81,96,N/A,4964,Cockpit
000824,Water_Bottle,45.3,39.8,48.0,43.27,44,N/A,1787,Storage_Bay
000825,LED_Work_Light,22.5,18.4,22.3,4.62,33,N/A,2667,Maintenance_Bay
000826,Medical_Scanner,41.0,36.3,28.1,20.91,77,2025-09-27,32,Lab
000827,Helmet_Visor,10.9,25.5,17.2,2.39,57,N/A,4584,Storage_Bay
000828,Seed_Packets,10.8,18.6,24.1,7.8,17,N/A,22,Greenhouse
000829,Navigation_Module,16.2,36.8,31.9,9.51,20,N/A,3565,Cockpit
000830,Antibiotic_Supply,46.9,39.5,21.0,19.45,34,2025-09-23,4407,Lab
000831,Antibiotic_Supply,12.7,28.3,48.1,8.64,2,2027-01-12,2092,Medical_Bay
000832,Research_Samples,14.0,24.7,20.9,4.5,22,N/A,1690,Lab
000833,Tether_Reel,33.8,18.1,47.2,14.44,48,N/A,3075,External_Storage
000834,Seed_Packets,12.6,12.7,20.6,7.2,37,N/A,82,Greenhouse
000835,Medical_Scanner,25.0,34.1,44.2,18.84,39,2025-08-31,36,Lab
000836,Emergency_Beacon,27.9,29.0,31.6,12.78,58,N/A,4838,Cockpit
000837,Water_Bottle,33.7,35.5,23.1,13.82,6,N/A,1741,Crew_Quarters
000838,Tool_Kit,11.3,17.0,26.9,3.2,25,N/A,5,Storage_Bay
000839,Lab_Microscope,46.9,38.6,33.3,30.14,49,N/A,3627,Medical_Bay
000840,Research_Samples,12.6,28.3,15.5,1.8,65,N/A,1738,Storage_Bay
000841,Space_Suit,42.1,35.4,31.7,23.62,71,N/A,1791,Airlock
000842,LED_Work_Light,44.2,22.7,15.8,7.93,84,N/A,3005,Engineering_Bay
000843,Water_Purification_Unit,10.3,38.8,48.1,9.61,83,N/A,3637,Life_Support
000844,Solar_Panel,69.4,80.9,2.5,14.6,24,N/A,2233,External_Storage
000845,Scientific_Sensor,47.1,26.1,20.7,12.72,86,N/A,1818,Cockpit
000846,Scientific_Sensor,42.8,11.9,19.3,4.91,61,N/A,1465,Cockpit
000847,Protein_Bars,16.6,40.8,15.9,5.38,36,N/A,4221,Crew_Quarters
000848,Battery_Pack,47.3,22.4,20.7,10.97,57,N/A,338,External_Storage
000849,Water_Purification_Unit,14.3,24.4,36.2,6.32,61,N/A,3596,Crew_Quarters
000850,CO2_Scrubber,31.3,19.8,24.2,7.5,31,N/A,984,Engineering_Bay
000851,Microgravity_Lab_Kit,13.1,10.4,13.0,1.7,63,N/A,22,Crew_Quarters
000852,Microgravity_Lab_Kit,24.9,21.3,17.9,9.3,28,N/A,4,Crew_Quarters
000853,Water_Purification_Unit,48.6,43.5,11.0,11.63,76,N/A,931,Crew_Quarters
000854,Space_Suit,35.1,14.3,40.3,10.11,88,N/A,563,Storage_Bay
000855,Helmet_Visor,44.7,26.5,38.5,22.8,35,N/A,3384,Storage_Bay
000856,LED_Work_Light,37.7,36.9,26.5,18.43,37,N/A,2227,Maintenance_Bay
000857,Tether_Reel,20.6,26.6,34.6,9.48,44,N/A,4682,Airlock
000858,Space_Suit,49.6,34.0,30.6,25.8,79,N/A,938,Storage_Bay
000859,Communication_Device,31.9,49.0,17.6,13.76,8,N/A,1560,Crew_Quarters
000860,Tool_Kit,25.0,25.6,17.5,7.6,58,N/A,58,Storage_Bay
000861,Laptop,38.4,17.4,20.7,6.92,72,N/A,997,Command_Center
000862,Antibiotic_Supply,20.4,24.0,18.5,4.53,14,2026-06-14,4780,Lab
000863,Emergency_Oxygen_Mask,38.1,27.0,30.9,15.89,18,N/A,3748,Crew_Quarters
000864,Tether_Reel,24.5,15.5,31.6,6.0,37,N/A,2591,Airlock
000865,Vacuum_Sealed_Tools,27.5,45.9,44.2,27.9,94,N/A,971,Maintenance_Bay
000866,Water_Bottle,23.5,48.3,31.5,17.88,26,N/A,3774,Storage_Bay
000867,Protein_Bars,38.0,43.0,21.5,17.57,63,N/A,1618,Crew_Quarters
000868,Fire_Extinguisher,41.2,42.4,43.4,37.91,77,N/A,1092,Engineering_Bay
000869,Food_Packet,20.2,11.2,20.4,6.9,39,2026-04-18,74,Storage_Bay
000870,LED_Work_Light,21.9,47.8,20.5,10.73,90,N/A,1004,Engineering_Bay
000871,Laptop,49.5,16.1,26.7,10.64,37,N/A,4541,Crew_Quarters
000872,Lab_Microscope,16.6,21.4,40.6,7.21,44,N/A,752,Medical_Bay
000873,LED_Work_Light,47.6,10.8,40.6,10.44,39,N/A,4674,Maintenance_Bay
000874,EV_Suit_Battery,19.7,27.2,17.9,4.8,86,N/A,892,Airlock
000875,Circuit_Board,27.3,42.7,13.8,8.04,98,N/A,694,Engineering_Bay
000876,Thruster_Fuel,24.1,25.4,11.2,3.43,2,N/A,903,Engine_Bay
000877,Protein_Bars,23.5,19.1,24.8,5.57,10,N/A,4331,Crew_Quarters
000878,Lab_Microscope,20.9,48.8,42.5,21.67,59,N/A,589,Medical_Bay
000879,Communication_Device,48.2,18.2,25.9,11.36,23,N/A,1737,Command_Center
000880,Solar_Panel,92.4,52.4,3.1,14.5,49,N/A,1193,Power_Bay
000881,Cooling_System,23.7,44.5,27.5,14.5,1,N/A,436,Power_Bay
000882,Tether_Reel,44.2,18.9,47.8,19.97,52,N/A,2999,External_Storage
000883,Solar_Panel,67.3,47.4,4.9,9.4,83,N/A,4107,Power_Bay
000884,CO2_Scrubber,18.0,33.3,34.7,10.4,37,N/A,728,Engineering_Bay
000885,Solar_Panel,51.8,89.8,1.2,9.8,47,N/A,2688,External_Storage
000886,CO2_Scrubber,22.8,49.3,13.6,7.64,18,N/A,873,Life_Support
000887,Helmet_Visor,10.6,26.3,16.9,2.36,32,N/A,3003,Storage_Bay
000888,Navigation_Module,36.7,20.3,37.9,14.12,13,N/A,4230,Cockpit
000889,Emergency_Beacon,43.3,10.8,32.3,7.55,65,N/A,3450,Cockpit
000890,Laptop,44.3,17.6,25.5,9.94,80,N/A,2527,Command_Center
000891,Seed_Packets,25.9,12.9,14.5,6.4,11,N/A,36,Lab
000892,Cooling_System,31.1,48.6,36.5,27.58,57,N/A,748,Engineering_Bay
000893,Research_Samples,17.1,15.6,21.0,1.8,51,N/A,3677,Lab
000894,Medical_Scanner,36.8,40.4,15.6,11.6,55,2026-12-01,4,Lab
000895,Medical_Scanner,38.4,20.8,31.6,12.62,66,2026-01-31,64,Lab
000896,Tool_Kit,13.5,18.1,19.4,2.6,30,N/A,5,Maintenance_Bay
000897,Communication_Device,28.4,27.1,33.8,13.01,85,N/A,4038,Crew_Quarters
000898,Space_Suit,49.6,31.6,11.8,9.25,5,N/A,3832,Storage_Bay
000899,Food_Packet,28.3,13.1,21.0,2.8,68,2026-02-03,12,Crew_Quarters
000900,First_Aid_Kit,22.9,25.7,12.8,5.3,57,N/A,100,Crew_Quarters
000901,Asteroid_Sample_Container,23.1,22.9,13.5,7.2,12,N/A,1239,Lab
000902,EV_Suit_Battery,23.9,22.9,37.5,10.26,62,N/A,565,Airlock
000903,Radiation_Shield,24.5,32.8,41.1,16.51,72,N/A,1068,Engineering_Bay
000904,Emergency_Beacon,40.9,37.4,12.0,9.18,37,N/A,4208,Cockpit
000905,Gyroscope_Module,49.8,42.6,10.3,10.93,57,N/A,1411,Engineering_Bay
000906,Vacuum_Sealed_Tools,11.8,27.3,31.2,5.03,16,N/A,3198,Storage_Bay
000907,3D_Printer,19.2,49.2,36.4,17.19,34,N/A,2741,Engineering_Bay
000908,3D_Printer,23.8,20.7,28.7,7.07,92,N/A,1703,Lab
000909,Seed_Packets,30.0,24.7,13.1,2.8,100,N/A,53,Lab
000910,Microgravity_Lab_Kit,18.4,25.4,17.6,2.4,68,N/A,79,Crew_Quarters
000911,Water_Purification_Unit,16.5,42.0,44.3,15.35,19,N/A,2343,Crew_Quarters
000912,Medical_Scanner,46.4,50.0,39.6,45.94,37,2025-08-04,70,Lab
000913,Navigation_Module,28.4,43.7,39.5,24.51,93,N/A,1387,Cockpit
000914,Lab_Microscope,41.6,38.6,11.6,9.31,41,N/A,4381,Medical_Bay
000915,Asteroid_Sample_Container,16.3,13.8,24.2,6.7,48,N/A,3920,Lab
000916,Circuit_Board,49.8,37.7,35.1,32.95,3,N/A,4634,Storage_Bay
000917,Research_Samples,28.5,20.2,24.1,9.7,53,N/A,39,Storage_Bay
000918,Asteroid_Sample_Container,25.5,16.6,24.7,4.3,3,N/A,4216,Storage_Bay
000919,Pressure_Regulator,43.8,17.5,33.7,12.92,40,N/A,3859,Airlock
000920,Helmet_Visor,25.2,23.5,18.9,5.6,81,N/A,2217,Crew_Quarters
000921,Vacuum_Sealed_Tools,22.5,15.3,37.8,6.51,27,N/A,2458,Storage_Bay
000922,Solar_Panel,82.3,77.4,3.7,8.5,56,N/A,2340,External_Storage
000923,Protein_Bars,28.5,37.9,19.9,10.75,77,N/A,3705,Storage_Bay
000924,Oxygen_Cylinder,25.7,21.0,73.2,20.2,49,N/A,4383,Medical_Bay
000925,Laptop,47.9,40.7,45.8,44.64,82,N/A,2988,Command_Center
000926,Oxygen_Cylinder,27.0,20.6,47.1,31.7,52,N/A,1185,Airlock
000927,Handheld_Spectrometer,46.8,40.2,15.5,14.58,9,N/A,3037,Lab
000928,Gyroscope_Module,43.7,37.7,14.7,12.11,100,N/A,2208,Engineering_Bay
000929,Cooling_System,45.3,32.4,10.7,7.85,45,N/A,4014,Power_Bay
000930,EV_Suit_Battery,35.4,45.5,19.6,15.78,62,N/A,857,Airlock
000931,LED_Work_Light,26.8,38.6,16.0,8.28,61,N/A,2878,Engineering_Bay
000932,Seed_Packets,22.8,16.1,19.9,5.6,63,N/A,54,Lab
000933,Oxygen_Cylinder,20.0,25.6,80.5,34.0,21,N/A,4371,Crew_Quarters
000934,Fire_Extinguisher,12.2,42.0,46.6,11.94,56,N/A,1942,Crew_Quarters
